date,06,34,55,85,93
2024-02-14,3.6,2.8,2.8,2.4,
2024-02-13,2.41,2.4,2.41,2.42,
2024-02-12,2.4,2.4,2.4,2.4,
2024-02-09,3.6,3.6,,2.8,3.2
2024-02-08,2,1.2,,1.2,1.6
2024-02-07,3.2,1.6,,1.2,1.6
2024-02-06,8.01,7.21,,8.41,9.21
2024-02-05,7.6,3.2,,4,4.4
2024-02-02,11.2,9.2,,1.6,9.6
2024-02-01,9.2,5.6,,0,1.6
